00/00/0000, 00:00:00, Master Init Complete
12/17/2012, 15:40:26, Note,1
12/17/2012, 15:40:26, Note,1
12/17/2012, 15:40:29, Note,1
12/17/2012, 15:40:32, Note,4
12/17/2012, 15:40:32, Note,1
12/17/2012, 15:40:33, Note,3
12/17/2012, 15:40:33, Note,3
12/17/2012, 15:40:34, Note,1
12/17/2012, 15:40:36, Note,1
12/17/2012, 15:40:38, Note,3
12/17/2012, 15:40:38, Note,3
12/17/2012, 15:40:39, Note,3
12/17/2012, 15:40:48, Note,4
12/17/2012, 15:40:51, Note,4
12/17/2012, 15:40:51, Note,3
12/17/2012, 15:40:51, Note,4
12/17/2012, 15:40:53, Note,4
12/17/2012, 15:40:53, Note,5
12/17/2012, 15:40:55, Note,1
12/17/2012, 15:40:58, Note,4
12/17/2012, 15:41:01, Note,4
12/17/2012, 15:41:01, Note,4
12/17/2012, 15:41:04, Note,1
12/17/2012, 15:41:04, Note,4
12/17/2012, 15:41:04, Note,4
12/17/2012, 15:41:04, Note,1
12/17/2012, 15:41:04, Note,1
12/17/2012, 15:41:05, Note,3
12/17/2012, 15:41:08, Note,1
12/17/2012, 15:41:09, Note,3
12/17/2012, 15:41:09, Note,4
12/17/2012, 15:41:09, Note,3
12/17/2012, 15:41:12, Note,1
12/17/2012, 15:41:13, Switching to instrument 1
12/17/2012, 15:41:18, Note,1
12/17/2012, 15:41:24, Note,1
12/17/2012, 15:41:24, Note,3
12/17/2012, 15:41:24, Note,3
12/17/2012, 15:41:26, Note,4
12/17/2012, 15:41:26, Note,1
12/17/2012, 15:41:26, Note,2
12/17/2012, 15:41:27, Note,1
12/17/2012, 15:41:27, Note,1
12/17/2012, 15:41:27, Note,1
12/17/2012, 15:41:27, Note,3
12/17/2012, 15:41:27, Note,5
12/17/2012, 15:41:27, Note,1
12/17/2012, 15:41:27, Note,1
12/17/2012, 15:41:27, Note,5
12/17/2012, 15:41:28, Note,5
12/17/2012, 15:41:28, Note,4
12/17/2012, 15:41:28, Note,5
12/17/2012, 15:41:28, Note,5
12/17/2012, 15:41:28, Note,5
12/17/2012, 15:41:29, Note,1
12/17/2012, 15:41:29, Note,5
12/17/2012, 15:41:29, Note,5
12/17/2012, 15:41:29, Note,1
12/17/2012, 15:41:29, Note,5
12/17/2012, 15:41:29, Note,1
12/17/2012, 15:41:29, Note,1
12/17/2012, 15:41:29, Note,5
12/17/2012, 15:41:29, Note,5
12/17/2012, 15:41:30, Note,5
12/17/2012, 15:41:30, Note,5
12/17/2012, 15:41:30, Note,5
12/17/2012, 15:41:30, Note,5
12/17/2012, 15:41:30, Note,5
12/17/2012, 15:41:31, Note,5
12/17/2012, 15:41:31, Note,5
12/17/2012, 15:41:31, Note,6
12/17/2012, 15:41:31, Note,5
12/17/2012, 15:41:31, Note,5
12/17/2012, 15:41:31, Note,2
12/17/2012, 15:41:31, Note,5
12/17/2012, 15:41:31, Note,5
12/17/2012, 15:41:32, Note,5
12/17/2012, 15:41:32, Note,2
12/17/2012, 15:41:32, Note,4
12/17/2012, 15:41:32, Note,5
12/17/2012, 15:41:32, Note,5
12/17/2012, 15:41:32, Note,5
12/17/2012, 15:41:32, Note,5
12/17/2012, 15:41:32, Note,5
12/17/2012, 15:41:33, Note,5
12/17/2012, 15:41:34, Note,5
12/17/2012, 15:41:34, Note,5
12/17/2012, 15:41:34, Note,5
12/17/2012, 15:41:34, Note,5
12/17/2012, 15:41:35, Note,2
12/17/2012, 15:41:35, Note,1
12/17/2012, 15:41:36, Note,3
12/17/2012, 15:41:37, Note,3
12/17/2012, 15:41:38, Note,4
12/17/2012, 15:41:38, Note,4
12/17/2012, 15:41:39, Note,1
12/17/2012, 15:41:39, Note,1
12/17/2012, 15:41:39, Note,1
12/17/2012, 15:41:39, Note,5
12/17/2012, 15:41:39, Note,5
12/17/2012, 15:41:39, Note,1
12/17/2012, 15:41:40, Note,1
12/17/2012, 15:41:41, Note,1
12/17/2012, 15:41:41, Note,1
12/17/2012, 15:41:41, Note,1
12/17/2012, 15:41:41, Note,1
12/17/2012, 15:41:41, Note,1
12/17/2012, 15:41:42, Note,1
12/17/2012, 15:41:42, Note,1
12/17/2012, 15:41:42, Note,4
12/17/2012, 15:41:43, Note,1
12/17/2012, 15:41:43, Note,1
12/17/2012, 15:41:43, Note,5
12/17/2012, 15:41:43, Note,3
12/17/2012, 15:41:44, Note,1
12/17/2012, 15:41:44, Note,4
12/17/2012, 15:41:45, Note,1
12/17/2012, 15:41:45, Note,4
12/17/2012, 15:41:45, Note,8
12/17/2012, 15:41:45, Note,1
12/17/2012, 15:41:45, Note,3
12/17/2012, 15:41:45, Note,1
12/17/2012, 15:41:45, Note,8
12/17/2012, 15:41:45, Note,1
12/17/2012, 15:41:45, Note,1
12/17/2012, 15:41:45, Note,1
12/17/2012, 15:41:46, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:47, Note,1
12/17/2012, 15:41:48, Note,1
12/17/2012, 15:41:48, Note,1
12/17/2012, 15:41:48, Note,1
12/17/2012, 15:41:49, Note,1
12/17/2012, 15:41:49, Note,5
12/17/2012, 15:41:49, Note,6
12/17/2012, 15:41:49, Note,1
12/17/2012, 15:41:49, Note,1
12/17/2012, 15:41:49, Note,1
12/17/2012, 15:41:50, Note,1
12/17/2012, 15:41:50, Note,1
12/17/2012, 15:41:50, Note,1
12/17/2012, 15:41:50, Note,1
12/17/2012, 15:41:50, Note,1
12/17/2012, 15:41:51, Note,1
12/17/2012, 15:41:51, Note,1
12/17/2012, 15:41:51, Note,1
12/17/2012, 15:41:52, Note,1
12/17/2012, 15:41:52, Note,8
12/17/2012, 15:41:52, Note,8
12/17/2012, 15:41:52, Note,1
12/17/2012, 15:41:52, Note,1
12/17/2012, 15:41:52, Note,1
12/17/2012, 15:41:53, Note,1
12/17/2012, 15:41:53, Note,5
12/17/2012, 15:41:53, Note,1
12/17/2012, 15:41:53, Note,5
12/17/2012, 15:41:53, Note,5
12/17/2012, 15:41:54, Note,4
12/17/2012, 15:41:54, Note,1
12/17/2012, 15:41:54, Note,3
12/17/2012, 15:41:54, Note,2
12/17/2012, 15:41:54, Note,1
12/17/2012, 15:41:55, Note,5
12/17/2012, 15:41:55, Note,5
12/17/2012, 15:41:55, Note,5
12/17/2012, 15:41:55, Note,5
12/17/2012, 15:41:56, Note,5
12/17/2012, 15:41:56, Note,5
12/17/2012, 15:41:56, Note,5
12/17/2012, 15:41:56, Note,5
12/17/2012, 15:41:56, Note,5
12/17/2012, 15:41:57, Note,5
12/17/2012, 15:41:57, Note,5
12/17/2012, 15:41:58, Note,5
12/17/2012, 15:41:59, Note,1
12/17/2012, 15:41:59, Note,1
12/17/2012, 15:41:59, Note,5
12/17/2012, 15:41:59, Note,5
12/17/2012, 15:41:59, Note,1
12/17/2012, 15:41:59, Note,5
12/17/2012, 15:41:59, Note,5
12/17/2012, 15:41:59, Note,5
12/17/2012, 15:42:00, Note,5
12/17/2012, 15:42:00, Note,5
12/17/2012, 15:42:00, Note,5
12/17/2012, 15:42:00, Note,5
12/17/2012, 15:42:01, Note,1
12/17/2012, 15:42:01, Note,5
12/17/2012, 15:42:01, Note,1
12/17/2012, 15:42:01, Note,5
12/17/2012, 15:42:01, Note,1
12/17/2012, 15:42:01, Note,1
12/17/2012, 15:42:02, Note,5
12/17/2012, 15:42:02, Note,5
12/17/2012, 15:42:02, Note,5
12/17/2012, 15:42:02, Note,1
12/17/2012, 15:42:03, Note,1
12/17/2012, 15:42:03, Note,5
12/17/2012, 15:42:03, Note,1
12/17/2012, 15:42:03, Note,5
12/17/2012, 15:42:03, Note,5
12/17/2012, 15:42:03, Note,5
12/17/2012, 15:42:03, Note,1
12/17/2012, 15:42:03, Note,5
12/17/2012, 15:42:03, Note,1
12/17/2012, 15:42:03, Note,1
12/17/2012, 15:42:03, Note,5
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:04, Note,1
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:04, Note,1
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:04, Note,1
12/17/2012, 15:42:04, Note,1
12/17/2012, 15:42:04, Note,1
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:04, Note,1
12/17/2012, 15:42:04, Note,5
12/17/2012, 15:42:05, Note,1
12/17/2012, 15:42:05, Note,5
12/17/2012, 15:42:05, Note,1
12/17/2012, 15:42:05, Note,1
12/17/2012, 15:42:05, Note,5
12/17/2012, 15:42:05, Note,5
12/17/2012, 15:42:05, Note,1
12/17/2012, 15:42:06, Note,1
12/17/2012, 15:42:06, Note,5
12/17/2012, 15:42:06, Note,1
12/17/2012, 15:42:06, Note,5
12/17/2012, 15:42:06, Note,5
12/17/2012, 15:42:06, Note,5
12/17/2012, 15:42:06, Note,1
12/17/2012, 15:42:07, Note,1
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,1
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,1
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,1
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,1
12/17/2012, 15:42:07, Note,5
12/17/2012, 15:42:07, Note,1
12/17/2012, 15:42:08, Note,5
12/17/2012, 15:42:08, Note,5
12/17/2012, 15:42:08, Note,5
12/17/2012, 15:42:08, Note,5
12/17/2012, 15:42:08, Note,5
12/17/2012, 15:42:09, Note,5
12/17/2012, 15:42:09, Note,5
12/17/2012, 15:42:09, Note,5
12/17/2012, 15:42:09, Note,5
12/17/2012, 15:42:09, Note,5
12/17/2012, 15:42:09, Note,5
12/17/2012, 15:42:10, Note,5
12/17/2012, 15:42:10, Note,5
12/17/2012, 15:42:10, Note,5
12/17/2012, 15:42:10, Note,1
12/17/2012, 15:42:10, Note,1
12/17/2012, 15:42:10, Note,5
12/17/2012, 15:42:10, Note,1
12/17/2012, 15:42:10, Note,5
12/17/2012, 15:42:11, Note,1
12/17/2012, 15:42:11, Note,1
12/17/2012, 15:42:12, Note,1
12/17/2012, 15:42:12, Note,1
12/17/2012, 15:42:12, Note,4
12/17/2012, 15:42:12, Note,1
12/17/2012, 15:42:12, Note,4
12/17/2012, 15:42:12, Note,4
12/17/2012, 15:42:13, Note,1
12/17/2012, 15:42:13, Note,4
12/17/2012, 15:42:13, Note,1
12/17/2012, 15:42:14, Note,1
12/17/2012, 15:42:14, Note,1
12/17/2012, 15:42:14, Note,1
12/17/2012, 15:42:14, Note,1
12/17/2012, 15:42:15, Note,1
12/17/2012, 15:42:16, Note,1
12/17/2012, 15:42:16, Note,1
12/17/2012, 15:42:16, Note,1
12/17/2012, 15:42:17, Note,4
12/17/2012, 15:42:17, Note,1
12/17/2012, 15:42:18, Note,1
12/17/2012, 15:42:18, Note,1
12/17/2012, 15:42:18, Note,1
12/17/2012, 15:42:18, Note,1
12/17/2012, 15:42:18, Note,8
12/17/2012, 15:42:19, Note,1
12/17/2012, 15:42:19, Note,1
12/17/2012, 15:42:19, Note,1
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:20, Note,8
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:20, Note,1
12/17/2012, 15:42:21, Note,1
12/17/2012, 15:42:21, Note,1
12/17/2012, 15:42:22, Note,1
12/17/2012, 15:42:22, Note,1
12/17/2012, 15:42:22, Note,1
12/17/2012, 15:42:22, Note,1
12/17/2012, 15:42:22, Note,1
12/17/2012, 15:42:22, Note,1
12/17/2012, 15:42:23, Note,4
12/17/2012, 15:42:23, Note,4
12/17/2012, 15:42:23, Note,1
12/17/2012, 15:42:23, Note,2
12/17/2012, 15:42:23, Note,4
12/17/2012, 15:42:23, Note,1
12/17/2012, 15:42:24, Note,1
12/17/2012, 15:42:24, Note,8
12/17/2012, 15:42:24, Note,1
12/17/2012, 15:42:24, Note,1
12/17/2012, 15:42:24, Note,1
12/17/2012, 15:42:24, Note,1
12/17/2012, 15:42:24, Note,1
12/17/2012, 15:42:25, Note,1
12/17/2012, 15:42:25, Note,1
12/17/2012, 15:42:25, Note,1
12/17/2012, 15:42:26, Note,1
12/17/2012, 15:42:26, Note,1
12/17/2012, 15:42:26, Note,1
12/17/2012, 15:42:26, Note,1
12/17/2012, 15:42:26, Note,1
12/17/2012, 15:42:26, Note,1
12/17/2012, 15:42:27, Note,1
12/17/2012, 15:42:27, Note,1
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,2
12/17/2012, 15:42:28, Note,1
12/17/2012, 15:42:28, Note,3
12/17/2012, 15:42:29, Note,3
12/17/2012, 15:42:29, Note,1
12/17/2012, 15:42:35, Note,1
12/17/2012, 15:42:45, Screen Saver
12/17/2012, 15:42:45, Note,8
12/17/2012, 15:42:45, Note,5
12/17/2012, 15:42:45, Note,4
12/17/2012, 15:42:45, Note,5
12/17/2012, 15:42:46, Note,5
12/17/2012, 15:42:46, Note,5
12/17/2012, 15:42:46, Note,5
12/17/2012, 15:42:46, Note,7
12/17/2012, 15:42:47, Note,5
12/17/2012, 15:42:47, Note,5
12/17/2012, 15:42:47, Note,5
12/17/2012, 15:42:47, Note,5
12/17/2012, 15:42:48, Note,1
12/17/2012, 15:42:53, Note,1
12/17/2012, 15:42:55, Note,8
12/17/2012, 15:42:55, Note,5
12/17/2012, 15:42:55, Note,5
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:56, Note,4
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:56, Note,5
12/17/2012, 15:42:57, Note,5
12/17/2012, 15:42:57, Note,5
12/17/2012, 15:42:57, Note,5
12/17/2012, 15:42:57, Note,5
12/17/2012, 15:42:58, Note,8
12/17/2012, 15:42:59, Note,5
12/17/2012, 15:42:59, Note,8
12/17/2012, 15:42:59, Note,4
12/17/2012, 15:42:59, Note,5
12/17/2012, 15:42:59, Note,5
12/17/2012, 15:42:59, Note,5
12/17/2012, 15:42:59, Note,5
12/17/2012, 15:42:59, Note,5
12/17/2012, 15:43:01, Note,7
12/17/2012, 15:43:01, Note,5
12/17/2012, 15:43:01, Note,5
12/17/2012, 15:43:02, Note,5
12/17/2012, 15:43:02, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:03, Note,5
12/17/2012, 15:43:04, Note,5
12/17/2012, 15:43:04, Note,5
12/17/2012, 15:43:04, Note,5
12/17/2012, 15:43:04, Note,5
12/17/2012, 15:43:04, Note,5
12/17/2012, 15:43:05, Note,5
12/17/2012, 15:43:06, Note,6
12/17/2012, 15:43:11, Note,6
12/17/2012, 15:43:12, Note,1
12/17/2012, 15:43:14, Note,7
12/17/2012, 15:43:14, Note,4
12/17/2012, 15:43:14, Note,5
12/17/2012, 15:43:15, Note,5
12/17/2012, 15:43:15, Note,5
12/17/2012, 15:43:15, Note,5
12/17/2012, 15:43:15, Note,5
12/17/2012, 15:43:15, Note,1
12/17/2012, 15:43:15, Note,5
12/17/2012, 15:43:15, Note,5
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:16, Note,4
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:16, Note,4
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:16, Note,4
12/17/2012, 15:43:16, Note,5
12/17/2012, 15:43:17, Note,4
12/17/2012, 15:43:17, Note,5
12/17/2012, 15:43:17, Note,5
12/17/2012, 15:43:17, Note,4
12/17/2012, 15:43:17, Note,5
12/17/2012, 15:43:17, Note,5
12/17/2012, 15:43:17, Note,5
12/17/2012, 15:43:17, Note,5
12/17/2012, 15:43:19, Note,8
12/17/2012, 15:43:19, Note,7
12/17/2012, 15:43:19, Note,7
12/17/2012, 15:43:19, Note,4
12/17/2012, 15:43:19, Note,5
12/17/2012, 15:43:19, Note,5
12/17/2012, 15:43:20, Note,4
12/17/2012, 15:43:20, Note,5
12/17/2012, 15:43:20, Note,1
12/17/2012, 15:43:20, Note,7
12/17/2012, 15:43:20, Note,1
12/17/2012, 15:43:20, Note,5
12/17/2012, 15:43:20, Note,5
12/17/2012, 15:43:21, Note,5
12/17/2012, 15:43:21, Note,5
12/17/2012, 15:43:21, Note,5
12/17/2012, 15:43:22, Note,5
12/17/2012, 15:43:22, Note,5
12/17/2012, 15:43:23, Note,5
12/17/2012, 15:43:23, Note,4
12/17/2012, 15:43:23, Note,5
12/17/2012, 15:43:23, Note,5
12/17/2012, 15:43:23, Note,8
12/17/2012, 15:43:23, Note,8
12/17/2012, 15:43:24, Note,5
12/17/2012, 15:43:24, Note,5
12/17/2012, 15:43:24, Note,5
12/17/2012, 15:43:24, Note,5
12/17/2012, 15:43:25, Note,5
12/17/2012, 15:43:25, Note,5
12/17/2012, 15:43:26, Note,5
12/17/2012, 15:43:26, Note,5
12/17/2012, 15:43:26, Note,5
12/17/2012, 15:43:29, Note,8
12/17/2012, 15:43:30, Note,7
12/17/2012, 15:43:30, Note,5
12/17/2012, 15:43:30, Note,5
12/17/2012, 15:43:30, Note,1
12/17/2012, 15:43:31, Note,8
12/17/2012, 15:43:31, Note,5
12/17/2012, 15:43:31, Note,5
12/17/2012, 15:43:31, Note,5
12/17/2012, 15:43:31, Note,5
12/17/2012, 15:43:31, Note,5
12/17/2012, 15:43:31, Note,5
12/17/2012, 15:43:32, Note,5
12/17/2012, 15:43:32, Note,5
12/17/2012, 15:43:32, Note,5
12/17/2012, 15:43:32, Note,1
12/17/2012, 15:43:33, Note,5
12/17/2012, 15:43:33, Note,5
12/17/2012, 15:43:33, Note,5
12/17/2012, 15:43:34, Note,5
12/17/2012, 15:43:34, Note,5
12/17/2012, 15:43:34, Note,5
12/17/2012, 15:43:35, Note,5
12/17/2012, 15:43:35, Note,5
12/17/2012, 15:43:35, Note,5
12/17/2012, 15:43:35, Note,5
12/17/2012, 15:43:35, Note,5
12/17/2012, 15:43:36, Note,5
12/17/2012, 15:43:36, Note,5
12/17/2012, 15:43:36, Note,5
12/17/2012, 15:43:37, Note,5
12/17/2012, 15:43:37, Note,5
12/17/2012, 15:43:37, Note,5
12/17/2012, 15:43:37, Note,7
12/17/2012, 15:43:37, Note,5
12/17/2012, 15:43:37, Note,5
12/17/2012, 15:43:38, Note,5
12/17/2012, 15:43:38, Note,5
12/17/2012, 15:43:38, Note,5
12/17/2012, 15:43:38, Note,5
12/17/2012, 15:43:40, Note,5
12/17/2012, 15:43:40, Note,5
12/17/2012, 15:43:40, Note,5
12/17/2012, 15:43:40, Note,4
