iΩπô•ù’…ïG5
00/00/0000, 00:00:00, Master Init Complete
12/11/2012, 12:58:18, Note,5
12/11/2012, 12:58:19, Note,1
12/11/2012, 12:58:24, Note,4
12/11/2012, 12:58:28, Note,4
12/11/2012, 12:58:34, Note,4
12/11/2012, 12:58:34, Note,4
12/11/2012, 12:58:34, Note,1
12/11/2012, 12:58:34, Note,1
12/11/2012, 12:58:35, Note,4
12/11/2012, 12:58:35, Note,5
12/11/2012, 12:58:35, Note,4
12/11/2012, 12:58:37, Note,4
12/11/2012, 12:58:37, Note,4
12/11/2012, 12:58:39, Note,5
12/11/2012, 12:58:43, Note,1
12/11/2012, 12:58:48, Note,4
12/11/2012, 12:58:48, Note,4
12/11/2012, 12:58:48, Note,1
12/11/2012, 12:58:53, Note,1
12/11/2012, 12:58:54, Note,5
12/11/2012, 12:59:02, Note,4
12/11/2012, 12:59:06, Note,5
12/11/2012, 12:59:08, Note,1
12/11/2012, 12:59:10, Note,1
12/11/2012, 12:59:10, Note,1
12/11/2012, 12:59:16, Note,5
12/11/2012, 12:59:17, Note,4
12/11/2012, 12:59:17, Note,4
12/11/2012, 12:59:20, Note,1
12/11/2012, 12:59:21, Note,4
12/11/2012, 12:59:22, Note,1
12/11/2012, 12:59:22, Note,1
12/11/2012, 12:59:23, Note,4
12/11/2012, 12:59:24, Note,4
12/11/2012, 12:59:24, Note,1
12/11/2012, 12:59:26, Note,4
12/11/2012, 12:59:27, Note,4
12/11/2012, 12:59:27, Note,5
12/11/2012, 12:59:27, Note,4
12/11/2012, 12:59:30, Note,5
12/11/2012, 12:59:30, Note,1
12/11/2012, 12:59:31, Note,4
12/11/2012, 12:59:33, Note,4
12/11/2012, 12:59:36, Note,4
12/11/2012, 12:59:36, Note,5
12/11/2012, 12:59:46, Screen Saver
12/11/2012, 12:59:50, Note,4
12/11/2012, 12:59:50, Note,4
12/11/2012, 12:59:50, Note,5
12/11/2012, 12:59:50, Note,1
12/11/2012, 12:59:51, Note,5
12/11/2012, 12:59:52, Note,4
12/11/2012, 12:59:52, Note,1
12/11/2012, 12:59:56, Note,1
12/11/2012, 12:59:57, Note,1
12/11/2012, 12:59:59, Note,1
12/11/2012, 13:00:03, Note,4
12/11/2012, 13:00:07, Note,4
12/11/2012, 13:00:07, Note,1
12/11/2012, 13:00:08, Note,4
12/11/2012, 13:00:08, Note,1
12/11/2012, 13:00:10, Note,1
12/11/2012, 13:00:10, Note,4
12/11/2012, 13:00:13, Note,1
12/11/2012, 13:00:23, Screen Saver
12/11/2012, 13:00:26, Note,4
12/11/2012, 13:00:27, Note,5
12/11/2012, 13:00:28, Note,1
12/11/2012, 13:00:32, Note,4
12/11/2012, 13:00:35, Note,4
12/11/2012, 13:00:38, Note,1
12/11/2012, 13:00:39, Note,4
12/11/2012, 13:00:39, Note,1
12/11/2012, 13:00:43, Note,1
12/11/2012, 13:00:45, Note,4
12/11/2012, 13:00:46, Note,4
12/11/2012, 13:00:48, Note,1
12/11/2012, 13:00:49, Note,4
12/11/2012, 13:00:50, Note,4
12/11/2012, 13:00:51, Note,1
12/11/2012, 13:00:51, Note,4
12/11/2012, 13:00:52, Note,5
12/11/2012, 13:00:56, Note,5
12/11/2012, 13:01:06, Screen Saver
12/11/2012, 13:01:12, Note,4
12/11/2012, 13:01:13, Note,4
12/11/2012, 13:01:23, Screen Saver
12/11/2012, 13:01:23, Note,4
12/11/2012, 13:01:34, Screen Saver
12/11/2012, 13:01:34, Note,4
12/11/2012, 13:01:38, Note,4
12/11/2012, 13:01:49, Note,4
12/11/2012, 13:01:58, Note,1
12/11/2012, 13:02:00, Note,1
12/11/2012, 13:02:10, Screen Saver
12/11/2012, 13:02:16, Note,4
12/11/2012, 13:02:22, Note,4
12/11/2012, 13:02:24, Note,1
12/11/2012, 13:02:26, Note,4
12/11/2012, 13:02:34, Note,4
12/11/2012, 13:02:39, Note,4
12/11/2012, 13:02:44, Note,4
12/11/2012, 13:02:50, Note,4
12/11/2012, 13:03:01, Screen Saver
12/11/2012, 13:03:09, Note,4
12/11/2012, 13:03:09, Note,5
12/11/2012, 13:03:14, Note,5
12/11/2012, 13:03:25, Screen Saver
12/11/2012, 13:03:30, Note,4
12/11/2012, 13:03:30, Note,4
12/11/2012, 13:03:30, Note,4
12/11/2012, 13:03:41, Screen Saver
12/11/2012, 13:03:41, Note,4
12/11/2012, 13:03:41, Note,5
12/11/2012, 13:03:43, Note,4
12/11/2012, 13:03:45, Note,4
12/11/2012, 13:03:46, Note,4
12/11/2012, 13:03:47, Note,4
12/11/2012, 13:03:53, Note,1
12/11/2012, 13:03:55, Note,4
12/11/2012, 13:03:55, Note,1
12/11/2012, 13:04:02, Note,4
12/11/2012, 13:04:02, Note,1
12/11/2012, 13:04:13, Screen Saver
12/11/2012, 13:04:19, Note,4
12/11/2012, 13:04:26, Note,1
12/11/2012, 13:04:27, Note,1
12/11/2012, 13:04:30, Note,1
12/11/2012, 13:04:36, Note,5
12/11/2012, 13:04:39, Note,1
12/11/2012, 13:04:39, Note,1
12/11/2012, 13:04:47, Note,4
12/11/2012, 13:04:49, Note,1
12/11/2012, 13:04:52, Note,4
12/11/2012, 13:04:53, Note,4
12/11/2012, 13:04:53, Note,4
12/11/2012, 13:04:55, Note,1
12/11/2012, 13:04:57, Note,5
12/11/2012, 13:04:58, Note,5
12/11/2012, 13:04:58, Note,5
12/11/2012, 13:04:58, Note,1
12/11/2012, 13:05:04, Note,1
12/11/2012, 13:05:13, Note,4
12/11/2012, 13:05:14, Note,1
12/11/2012, 13:05:18, Note,4
12/11/2012, 13:05:23, Note,4
12/11/2012, 13:05:25, Note,4
12/11/2012, 13:05:29, Note,1
12/11/2012, 13:05:33, Note,1
12/11/2012, 13:05:42, Note,4
12/11/2012, 13:05:43, Note,4
12/11/2012, 13:05:43, Note,1
12/11/2012, 13:05:48, Note,4
12/11/2012, 13:05:54, Note,4
12/11/2012, 13:05:54, Note,4
12/11/2012, 13:05:54, Note,5
12/11/2012, 13:06:00, Note,1
12/11/2012, 13:06:05, Note,1
12/11/2012, 13:06:05, Note,1
12/11/2012, 13:06:07, Note,5
12/11/2012, 13:06:10, Note,4
12/11/2012, 13:06:15, Note,1
12/11/2012, 13:06:17, Note,4
12/11/2012, 13:06:21, Note,4
12/11/2012, 13:06:24, Note,1
12/11/2012, 13:06:26, Note,4
12/11/2012, 13:06:26, Note,4
12/11/2012, 13:06:36, Screen Saver
12/11/2012, 13:06:36, Note,4
12/11/2012, 13:06:39, Note,5
12/11/2012, 13:06:48, Note,1
12/11/2012, 13:06:59, Screen Saver
12/11/2012, 13:06:59, Note,4
12/11/2012, 13:07:00, Note,4
12/11/2012, 13:07:01, Note,4
12/11/2012, 13:07:03, Note,4
12/11/2012, 13:07:03, Note,1
12/11/2012, 13:07:07, Note,4
12/11/2012, 13:07:17, Screen Saver
12/11/2012, 13:07:28, Screen Saver
12/11/2012, 13:07:30, Note,1
12/11/2012, 13:07:36, Note,4
12/11/2012, 13:07:39, Note,4
12/11/2012, 13:07:40, Note,4
12/11/2012, 13:07:40, Note,5
12/11/2012, 13:07:40, Note,1
12/11/2012, 13:07:44, Note,4
12/11/2012, 13:07:44, Note,4
12/11/2012, 13:07:48, Note,4
12/11/2012, 13:07:57, Note,4
12/11/2012, 13:07:57, Note,4
12/11/2012, 13:07:57, Note,1
12/11/2012, 13:08:05, Note,4
12/11/2012, 13:08:05, Note,4
12/11/2012, 13:08:14, Note,4
12/11/2012, 13:08:14, Note,4
12/11/2012, 13:08:14, Note,1
12/11/2012, 13:08:19, Note,1
12/11/2012, 13:08:21, Note,5
12/11/2012, 13:08:25, Note,6
12/11/2012, 13:08:26, Note,5
12/11/2012, 13:08:26, Note,5
12/11/2012, 13:08:26, Note,5
12/11/2012, 13:08:26, Note,5
12/11/2012, 13:08:26, Note,5
12/11/2012, 13:08:26, Note,5
12/11/2012, 13:08:27, Note,5
12/11/2012, 13:08:28, Note,1
12/11/2012, 13:08:28, Note,1
12/11/2012, 13:08:28, Note,4
12/11/2012, 13:08:28, Note,1
12/11/2012, 13:08:28, Note,4
12/11/2012, 13:08:28, Note,5
12/11/2012, 13:08:29, Note,5
12/11/2012, 13:08:29, Note,7
12/11/2012, 13:08:29, Note,7
12/11/2012, 13:08:37, Note,5
12/11/2012, 13:08:42, Note,4
12/11/2012, 13:08:43, Note,1
12/11/2012, 13:08:44, Note,4
12/11/2012, 13:08:44, Note,4
12/11/2012, 13:08:44, Note,4
12/11/2012, 13:08:54, Screen Saver
12/11/2012, 13:08:56, Note,4
12/11/2012, 13:09:03, Note,4
12/11/2012, 13:09:03, Note,4
12/11/2012, 13:09:03, Note,4
12/11/2012, 13:09:05, Note,1
12/11/2012, 13:09:08, Note,1
12/11/2012, 13:09:11, Note,4
12/11/2012, 13:09:13, Note,1
12/11/2012, 13:09:15, Note,4
12/11/2012, 13:09:17, Note,4
12/11/2012, 13:09:19, Note,5
12/11/2012, 13:09:21, Note,4
12/11/2012, 13:09:21, Note,1
12/11/2012, 13:09:25, Note,5
12/11/2012, 13:09:26, Note,4
12/11/2012, 13:09:35, Note,4
12/11/2012, 13:09:36, Note,1
12/11/2012, 13:09:41, Note,1
12/11/2012, 13:09:48, Note,4
12/11/2012, 13:09:58, Screen Saver
12/11/2012, 13:10:04, Note,4
12/11/2012, 13:10:11, Note,4
12/11/2012, 13:10:13, Note,4
12/11/2012, 13:10:22, Note,4
12/11/2012, 13:10:22, Note,4
12/11/2012, 13:10:24, Note,4
12/11/2012, 13:10:27, Note,4
12/11/2012, 13:10:30, Note,4
12/11/2012, 13:10:35, Note,1
12/11/2012, 13:10:35, Note,1
12/11/2012, 13:10:36, Note,2
12/11/2012, 13:10:37, Note,1
12/11/2012, 13:10:37, Note,1
12/11/2012, 13:10:38, Note,1
12/11/2012, 13:10:38, Note,2
12/11/2012, 13:10:38, Note,4
12/11/2012, 13:10:39, Note,4
12/11/2012, 13:10:39, Note,4
12/11/2012, 13:10:41, Note,1
12/11/2012, 13:10:41, Note,1
12/11/2012, 13:10:44, Note,1
12/11/2012, 13:10:44, Switching to instrument 1
12/11/2012, 13:10:44, Note,4
12/11/2012, 13:10:45, Note,2
12/11/2012, 13:10:45, Note,2
12/11/2012, 13:10:45, Note,2
12/11/2012, 13:10:46, Note,2
12/11/2012, 13:10:46, Note,4
12/11/2012, 13:10:47, Switching to instrument 2
12/11/2012, 13:10:48, Note,1
12/11/2012, 13:10:51, Note,5
12/11/2012, 13:10:51, Note,2
12/11/2012, 13:10:52, Note,4
12/11/2012, 13:10:52, Note,4
12/11/2012, 13:10:52, Note,5
12/11/2012, 13:10:52, Note,1
12/11/2012, 13:10:53, Note,6
12/11/2012, 13:10:53, Note,6
12/11/2012, 13:10:53, Note,7
12/11/2012, 13:10:55, Note,8
12/11/2012, 13:10:55, Note,7
12/11/2012, 13:10:55, Note,6
12/11/2012, 13:10:55, Note,5
12/11/2012, 13:10:56, Note,4
12/11/2012, 13:10:56, Note,1
12/11/2012, 13:10:56, Note,4
12/11/2012, 13:10:57, Note,4
12/11/2012, 13:10:57, Note,2
12/11/2012, 13:10:57, Note,1
12/11/2012, 13:10:58, Note,1
12/11/2012, 13:10:59, Note,1
12/11/2012, 13:11:02, Note,4
12/11/2012, 13:11:05, Note,5
12/11/2012, 13:11:06, Note,4
12/11/2012, 13:11:14, Note,4
12/11/2012, 13:11:22, Note,4
12/11/2012, 13:11:27, Note,5
12/11/2012, 13:11:29, Note,4
12/11/2012, 13:11:29, Note,1
12/11/2012, 13:11:30, Note,4
12/11/2012, 13:11:35, Note,5
12/11/2012, 13:11:38, Note,1
12/11/2012, 13:11:40, Note,4
12/11/2012, 13:11:43, Note,1
12/11/2012, 13:11:44, Note,4
12/11/2012, 13:11:45, Note,4
12/11/2012, 13:11:48, Note,1
12/11/2012, 13:11:50, Note,4
12/11/2012, 13:11:54, Note,1
12/11/2012, 13:12:04, Note,5
12/11/2012, 13:12:06, Note,4
12/11/2012, 13:12:11, Note,4
12/11/2012, 13:12:15, Note,4
12/11/2012, 13:12:15, Note,1
12/11/2012, 13:12:15, Note,1
12/11/2012, 13:12:23, Note,5
12/11/2012, 13:12:27, Note,4
12/11/2012, 13:12:37, Note,4
12/11/2012, 13:12:40, Note,4
12/11/2012, 13:12:41, Note,4
12/11/2012, 13:12:43, Note,4
12/11/2012, 13:12:46, Note,4
12/11/2012, 13:12:57, Screen Saver
12/11/2012, 13:13:08, Screen Saver
12/11/2012, 13:13:08, Note,4
12/11/2012, 13:13:09, Note,4
12/11/2012, 13:13:14, Note,5
12/11/2012, 13:13:23, Note,4
12/11/2012, 13:13:25, Note,4
12/11/2012, 13:13:25, Note,4
12/11/2012, 13:13:26, Note,1
12/11/2012, 13:13:37, Screen Saver
12/11/2012, 13:13:37, Note,4
12/11/2012, 13:13:47, Note,1
12/11/2012, 13:13:54, Note,1
12/11/2012, 13:14:05, Screen Saver
12/11/2012, 13:14:16, Screen Saver
12/11/2012, 13:14:19, Note,4
12/11/2012, 13:14:21, Note,4
12/11/2012, 13:14:21, Note,4
12/11/2012, 13:14:24, Note,4
12/11/2012, 13:14:24, Note,4
12/11/2012, 13:14:26, Note,1
12/11/2012, 13:14:36, Screen Saver
12/11/2012, 13:14:36, Note,4
12/11/2012, 13:14:43, Note,4
12/11/2012, 13:14:44, Note,1
12/11/2012, 13:14:46, Note,4
12/11/2012, 13:14:47, Note,1
12/11/2012, 13:14:47, Note,1
12/11/2012, 13:14:47, Note,4
12/11/2012, 13:14:49, Note,4
12/11/2012, 13:14:49, Note,1
12/11/2012, 13:14:52, Note,4
12/11/2012, 13:15:02, Screen Saver
12/11/2012, 13:15:02, Note,4
12/11/2012, 13:15:04, Note,1
12/11/2012, 13:15:11, Note,4
12/11/2012, 13:15:15, Note,4
12/11/2012, 13:15:15, Note,4
12/11/2012, 13:15:15, Note,4
12/11/2012, 13:15:26, Screen Saver
12/11/2012, 13:15:26, Note,4
12/11/2012, 13:15:29, Note,1
12/11/2012, 13:15:30, Note,1
12/11/2012, 13:15:30, Note,1
12/11/2012, 13:15:31, Note,4
12/11/2012, 13:15:32, Note,4
12/11/2012, 13:15:35, Note,4
12/11/2012, 13:15:35, Note,4
12/11/2012, 13:15:40, Note,5
12/11/2012, 13:15:44, Note,4
12/11/2012, 13:15:44, Note,1
12/11/2012, 13:15:45, Note,4
12/11/2012, 13:15:50, Note,1
12/11/2012, 13:15:51, Note,5
12/11/2012, 13:15:58, Note,1
12/11/2012, 13:16:08, Screen Saver
12/11/2012, 13:16:08, Note,4
12/11/2012, 13:16:12, Note,4
12/11/2012, 13:16:12, Note,4
12/11/2012, 13:16:14, Note,4
12/11/2012, 13:16:16, Note,4
12/11/2012, 13:16:21, Note,1
12/11/2012, 13:16:26, Note,4
12/11/2012, 13:16:26, Note,4
12/11/2012, 13:16:36, Screen Saver
12/11/2012, 13:16:40, Note,4
12/11/2012, 13:16:40, Note,4
12/11/2012, 13:16:44, Note,1
12/11/2012, 13:16:52, Note,4
12/11/2012, 13:16:57, Note,4
12/11/2012, 13:17:08, Screen Saver
12/11/2012, 13:17:08, Note,4
12/11/2012, 13:17:08, Note,4
12/11/2012, 13:17:16, Note,4
12/11/2012, 13:17:16, Note,1
12/11/2012, 13:17:17, Note,4
12/11/2012, 13:17:19, Note,4
12/11/2012, 13:17:20, Note,4
12/11/2012, 13:17:20, Note,1
12/11/2012, 13:17:21, Note,1
12/11/2012, 13:17:22, Note,4
12/11/2012, 13:17:22, Note,4
12/11/2012, 13:17:22, Note,1
12/11/2012, 13:17:33, Screen Saver
12/11/2012, 13:17:33, Note,4
12/11/2012, 13:17:38, Note,4
12/11/2012, 13:17:40, Note,1
12/11/2012, 13:17:43, Note,4
12/11/2012, 13:17:44, Note,4
12/11/2012, 13:17:47, Note,1
12/11/2012, 13:17:55, Note,1
12/11/2012, 13:17:58, Note,4
12/11/2012, 13:17:58, Note,5
12/11/2012, 13:18:06, Note,4
12/11/2012, 13:18:08, Note,4
12/11/2012, 13:18:08, Note,4
12/11/2012, 13:18:08, Note,1
12/11/2012, 13:18:18, Screen Saver
12/11/2012, 13:18:25, Note,4
12/11/2012, 13:18:30, Note,1
12/11/2012, 13:18:35, Note,1
12/11/2012, 13:18:45, Screen Saver
12/11/2012, 13:18:45, Note,4
12/11/2012, 13:18:48, Note,5
12/11/2012, 13:18:53, Note,4
12/11/2012, 13:19:04, Screen Saver
12/11/2012, 13:19:09, Note,4
12/11/2012, 13:19:15, Note,4
12/11/2012, 13:19:18, Note,4
12/11/2012, 13:19:24, Note,4
12/11/2012, 13:19:24, Note,4
12/11/2012, 13:19:25, Note,1
12/11/2012, 13:19:29, Note,4
12/11/2012, 13:19:32, Note,4
12/11/2012, 13:19:33, Note,1
12/11/2012, 13:19:35, Note,4
12/11/2012, 13:19:35, Note,1
12/11/2012, 13:19:37, Note,4
12/11/2012, 13:19:48, Screen Saver
12/11/2012, 13:19:54, Note,1
12/11/2012, 13:19:56, Note,1
12/11/2012, 13:20:07, Screen Saver
12/11/2012, 13:20:14, Note,1
12/11/2012, 13:20:17, Note,4
12/11/2012, 13:20:17, Note,4
12/11/2012, 13:20:26, Note,4
12/11/2012, 13:20:26, Note,5
12/11/2012, 13:20:35, Note,5
12/11/2012, 13:20:46, Screen Saver
12/11/2012, 13:20:57, Screen Saver
12/11/2012, 13:21:01, Note,4
12/11/2012, 13:21:05, Note,4
12/11/2012, 13:21:06, Note,1
12/11/2012, 13:21:16, Screen Saver
12/11/2012, 13:21:16, Note,5
12/11/2012, 13:21:27, Screen Saver
12/11/2012, 13:21:33, Note,1
12/11/2012, 13:21:35, Note,1
12/11/2012, 13:21:45, Screen Saver
12/11/2012, 13:21:49, Note,4
12/11/2012, 13:21:53, Note,1
12/11/2012, 13:22:03, Note,5
12/11/2012, 13:22:05, Note,1
12/11/2012, 13:22:10, Note,4
12/11/2012, 13:22:14, Note,4
12/11/2012, 13:22:24, Screen Saver
12/11/2012, 13:22:35, Screen Saver
12/11/2012, 13:22:46, Screen Saver
12/11/2012, 13:22:46, Note,4
12/11/2012, 13:22:56, Note,4
12/11/2012, 13:23:06, Note,1
12/11/2012, 13:23:14, Note,4
12/11/2012, 13:23:18, Note,1
12/11/2012, 13:23:24, Note,1
12/11/2012, 13:23:26, Note,1
12/11/2012, 13:23:28, Note,4
12/11/2012, 13:23:33, Note,4
12/11/2012, 13:23:38, Note,4
12/11/2012, 13:23:48, Screen Saver
12/11/2012, 13:23:57, Note,4
12/11/2012, 13:24:07, Screen Saver
12/11/2012, 13:24:18, Screen Saver
12/11/2012, 13:24:21, Note,4
12/11/2012, 13:24:30, Note,1
12/11/2012, 13:24:36, Note,1
12/11/2012, 13:24:38, Note,5
12/11/2012, 13:24:39, Note,5
12/11/2012, 13:24:42, Note,4
12/11/2012, 13:24:42, Note,4
12/11/2012, 13:24:50, Note,4
12/11/2012, 13:24:52, Note,4
12/11/2012, 13:24:54, Note,5
12/11/2012, 13:24:55, Note,1
12/11/2012, 13:24:56, Note,1
12/11/2012, 13:25:02, Note,4
12/11/2012, 13:25:02, Note,4
12/11/2012, 13:25:03, Note,5
12/11/2012, 13:25:03, Note,5
12/11/2012, 13:25:11, Note,1
12/11/2012, 13:25:15, Note,4
12/11/2012, 13:25:19, Note,4
12/11/2012, 13:25:21, Note,4
12/11/2012, 13:25:27, Note,4
12/11/2012, 13:25:27, Note,4
12/11/2012, 13:25:27, Note,5
12/11/2012, 13:25:27, Note,4
12/11/2012, 13:25:30, Note,4
12/11/2012, 13:25:32, Note,4
12/11/2012, 13:25:37, Note,4
12/11/2012, 13:25:38, Note,4
12/11/2012, 13:25:42, Note,1
12/11/2012, 13:25:42, Note,5
12/11/2012, 13:25:45, Note,1
12/11/2012, 13:25:48, Note,5
12/11/2012, 13:25:49, Note,5
12/11/2012, 13:25:50, Note,1
12/11/2012, 13:25:53, Note,4
12/11/2012, 13:25:57, Note,1
12/11/2012, 13:25:58, Note,1
12/11/2012, 13:26:02, Note,5
12/11/2012, 13:26:07, Note,4
12/11/2012, 13:26:15, Note,4
12/11/2012, 13:26:18, Note,4
12/11/2012, 13:26:19, Note,5
12/11/2012, 13:26:29, Note,4
12/11/2012, 13:26:29, Note,1
12/11/2012, 13:26:31, Note,5
12/11/2012, 13:26:36, Note,4
12/11/2012, 13:26:37, Note,4
12/11/2012, 13:26:38, Note,4
12/11/2012, 13:26:38, Note,4
12/11/2012, 13:26:39, Note,1
12/11/2012, 13:26:42, Note,4
12/11/2012, 13:26:43, Note,5
12/11/2012, 13:26:45, Note,5
12/11/2012, 13:26:48, Note,4
12/11/2012, 13:26:48, Note,4
12/11/2012, 13:26:48, Note,1
12/11/2012, 13:26:50, Note,1
12/11/2012, 13:26:51, Note,5
12/11/2012, 13:26:51, Note,5
12/11/2012, 13:26:52, Note,1
12/11/2012, 13:26:57, Note,5
12/11/2012, 13:26:57, Note,5
12/11/2012, 13:26:57, Note,5
12/11/2012, 13:26:59, Note,5
12/11/2012, 13:27:04, Note,4
12/11/2012, 13:27:04, Note,4
12/11/2012, 13:27:04, Note,5
12/11/2012, 13:27:04, Note,4
12/11/2012, 13:27:05, Note,1
12/11/2012, 13:27:07, Note,4
12/11/2012, 13:27:11, Note,5
12/11/2012, 13:27:13, Note,1
12/11/2012, 13:27:13, Note,2
12/11/2012, 13:27:13, Note,1
12/11/2012, 13:27:13, Switching to instrument 3
12/11/2012, 13:27:16, Note,2
12/11/2012, 13:27:16, Note,4
12/11/2012, 13:27:16, Note,5
12/11/2012, 13:27:16, Note,6
12/11/2012, 13:27:16, Note,5
12/11/2012, 13:27:16, Note,7
12/11/2012, 13:27:16, Note,5
12/11/2012, 13:27:16, Note,8
12/11/2012, 13:27:17, Note,7
12/11/2012, 13:27:17, Note,5
12/11/2012, 13:27:17, Note,1
12/11/2012, 13:27:18, Note,1
12/11/2012, 13:27:19, Switching to instrument 4
12/11/2012, 13:27:19, Note,1
12/11/2012, 13:27:19, Note,1
